Country Name,Country Code,Series Name,Series Code,2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Congo, Rep.",COG,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
"Congo, Rep.",COG,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"Congo, Rep.",COG,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Costa Rica,CRI,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Costa Rica,CRI,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Costa Rica,CRI,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Cote d'Ivoire,CIV,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,59.5,..,..,..,..,..
Cote d'Ivoire,CIV,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Cote d'Ivoire,CIV,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Cote d'Ivoire,CIV,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Croatia,HRV,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Croatia,HRV,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Croatia,HRV,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Croatia,HRV,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Cuba,CUB,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.5,..,..
Cuba,CUB,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Cuba,CUB,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Cyprus,CYP,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..
Cyprus,CYP,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Cyprus,CYP,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Czechia,CZE,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Czechia,CZE,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Czechia,CZE,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Czechia,CZE,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Denmark,DNK,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Denmark,DNK,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Denmark,DNK,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Djibouti,DJI,Birth certification (%),ID.OWN.BRTH.ZS,89.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Djibouti,DJI,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Djibouti,DJI,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Dominica,DMA,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Dominica,DMA,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Dominica,DMA,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Dominican Republic,DOM,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,88.5,..,..
Dominican Republic,DOM,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Dominican Republic,DOM,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Dominican Republic,DOM,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Ecuador,ECU,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Ecuador,ECU,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Ecuador,ECU,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"Egypt, Arab Rep.",EGY,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,99.1,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
"Egypt, Arab Rep.",EGY,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
"Egypt, Arab Rep.",EGY,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
El Salvador,SLV,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,91.2,..,..,..
El Salvador,SLV,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
El Salvador,SLV,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
El Salvador,SLV,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Equatorial Guinea,GNQ,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,50.6,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Equatorial Guinea,GNQ,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Equatorial Guinea,GNQ,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Eritrea,ERI,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Eritrea,ERI,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Estonia,EST,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Estonia,EST,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Estonia,EST,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Estonia,EST,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Eswatini,SWZ,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..
Eswatini,SWZ,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Eswatini,SWZ,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Eswatini,SWZ,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Ethiopia,ETH,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,1.6,..,..,..,..,..
Ethiopia,ETH,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Ethiopia,ETH,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Ethiopia,ETH,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Fiji,FJI,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Fiji,FJI,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Finland,FIN,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Finland,FIN,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Finland,FIN,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Finland,FIN,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
France,FRA,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..
France,FRA,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
France,FRA,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
France,FRA,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Gabon,GAB,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,71.5,..,..,..,..,..,..,..,..,..
Gabon,GAB,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Gabon,GAB,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Gabon,GAB,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"Gambia, The",GMB,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.8,..
"Gambia, The",GMB,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
"Gambia, The",GMB,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Georgia,GEO,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Georgia,GEO,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Georgia,GEO,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Germany,DEU,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Germany,DEU,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Germany,DEU,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Germany,DEU,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Ghana,GHA,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,61.8803822061386,..,..,..
Ghana,GHA,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Ghana,GHA,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Ghana,GHA,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Greece,GRC,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Greece,GRC,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Greece,GRC,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Greece,GRC,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Grenada,GRD,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Grenada,GRD,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Guatemala,GTM,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Guatemala,GTM,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Guatemala,GTM,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Guinea,GIN,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,50.9,..,..,..
Guinea,GIN,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Guinea,GIN,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Guinea,GIN,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Guinea-Bissau,GNB,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,36.3,..,..
Guinea-Bissau,GNB,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Guinea-Bissau,GNB,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Guyana,GUY,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Guyana,GUY,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Guyana,GUY,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Haiti,HTI,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,77,..,..,..,..
Haiti,HTI,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Haiti,HTI,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
Honduras,HND,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,92.2,..,..
Honduras,HND,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Honduras,HND,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Honduras,HND,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"Hong Kong SAR, China",HKG,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
"Hong Kong SAR, China",HKG,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
"Hong Kong SAR, China",HKG,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Hungary,HUN,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Hungary,HUN,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Hungary,HUN,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Hungary,HUN,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Iceland,ISL,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Iceland,ISL,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Iceland,ISL,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Iceland,ISL,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
India,IND,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.9
India,IND,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
India,IND,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
India,IND,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Indonesia,IDN,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77
Indonesia,IDN,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Indonesia,IDN,Digital ID Verification (1=yes; 0= no),ID.DIG.AUTH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
Indonesia,IDN,Online Digital Identity (1=yes; 0= no),ID.DIG.AUTH.RM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0
"Iran, Islamic Rep.",IRN,Birth certification (%),ID.OWN.BRTH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Digital Data Use (1=yes; 0= no),ID.DIG.RECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1
